,Season,Player,Team,GP,MIN,3PM,3PA,height_cm,weight,weight_kg
NBA,2019 - 2020,James Harden,HOU,68,2482.6,299,843,196,220,100
NBA,2019 - 2020,Damian Lillard,POR,66,2473.7,270,674,191,195,88
NBA,2019 - 2020,Devin Booker,PHX,70,2511.8,141,398,198,206,93
NBA,2019 - 2020,Giannis Antetokounmpo,MIL,63,1916.9,89,293,211,242,110
NBA,2019 - 2020,Trae Young,ATL,60,2120.1,205,568,188,180,82
NBA,2019 - 2020,Luka Doncic,DAL,61,2047.3,171,541,201,218,99
NBA,2019 - 2020,Bradley Beal,WAS,57,2053.2,170,481,191,207,94
NBA,2019 - 2020,LeBron James,LAL,67,2316.3,148,425,203,250,113
NBA,2019 - 2020,Donovan Mitchell,UTA,69,2364,173,473,191,215,98
NBA,2019 - 2020,Anthony Davis,LAL,62,2131.4,72,218,208,253,115
NBA,2019 - 2020,C.J. McCollum,POR,70,2556.4,194,512,191,190,86
NBA,2019 - 2020,Russell Westbrook,HOU,57,2049.2,55,213,191,200,91
NBA,2019 - 2020,Jayson Tatum,BOS,66,2265.1,189,469,203,208,94
NBA,2019 - 2020,Kawhi Leonard,LAC,57,1848.2,123,325,201,230,104
NBA,2019 - 2020,Zach LaVine,CHI,60,2085.4,184,484,196,208,94
NBA,2019 - 2020,DeMar DeRozan,SAS,68,2316.4,9,35,201,220,100
NBA,2019 - 2020,Brandon Ingram,NOP,62,2103.5,150,384,206,190,86
NBA,2019 - 2020,Nikola Jokic,DEN,73,2335.7,80,255,213,250,113
NBA,2019 - 2020,Tobias Harris,PHI,72,2469.2,131,357,206,235,107
NBA,2019 - 2020,Buddy Hield,SAC,72,2216.1,271,688,193,220,100
NBA,2019 - 2020,Pascal Siakam,TOR,60,2110.3,131,365,206,230,104
NBA,2019 - 2020,Collin Sexton,CLE,65,2142.6,97,255,188,190,86
NBA,2019 - 2020,Shai Gilgeous-Alexander,OKC,70,2428.5,87,251,198,181,82
NBA,2019 - 2020,T.J. Warren,IND,67,2202.5,91,226,203,215,98
NBA,2019 - 2020,Spencer Dinwiddie,BRK,64,1994,123,400,198,210,95
NBA,2019 - 2020,Khris Middleton,MIL,62,1852.8,147,354,203,222,101
NBA,2019 - 2020,Bojan Bogdanovic,UTA,63,2082.8,189,457,203,216,98
NBA,2019 - 2020,Julius Randle,NYK,64,2080.5,64,231,206,250,113
NBA,2019 - 2020,Chris Paul,OKC,70,2207.6,111,304,183,175,79
NBA,2019 - 2020,Dennis Schroder,OKC,65,1998.8,125,325,185,172,78
NBA,2019 - 2020,Evan Fournier,ORL,66,2075.7,173,434,201,205,93
NBA,2019 - 2020,Nikola Vucevic,ORL,62,1998.3,98,289,213,260,118
NBA,2019 - 2020,Ja Morant,MEM,67,2074.2,60,179,191,175,79
NBA,2019 - 2020,Lou Williams,LAC,65,1863.9,111,315,185,175,79
NBA,2019 - 2020,Dillon Brooks,MEM,73,2112,147,411,198,220,100
NBA,2019 - 2020,Andrew Wiggins,GSW,54,1858.9,111,334,203,194,88
NBA,2019 - 2020,Joel Embiid,PHI,51,1505.9,57,172,213,250,113
NBA,2019 - 2020,Montrezl Harrell,LAC,63,1749.1,0,18,203,240,109
NBA,2019 - 2020,Jrue Holiday,NOP,61,2116.8,122,346,193,205,93
NBA,2019 - 2020,Kristaps Porzingis,DAL,57,1813.8,142,403,221,240,109
NBA,2019 - 2020,Danilo Gallinari,OKC,62,1834,178,439,208,233,106
NBA,2019 - 2020,Jaylen Brown,BOS,57,1933.7,129,338,201,220,100
NBA,2019 - 2020,Jimmy Butler,MIA,58,1959.3,29,119,203,232,105
NBA,2019 - 2020,Domantas Sabonis,IND,62,2158.7,17,67,211,240,109
NBA,2019 - 2020,Bam Adebayo,MIA,72,2417.1,2,14,208,255,116
NBA,2019 - 2020,Devonte' Graham,CHA,63,2211.3,218,585,188,185,84
NBA,2019 - 2020,Kemba Walker,BOS,56,1742.5,180,473,185,184,83
NBA,2019 - 2020,Terry Rozier,CHA,63,2164.4,172,423,185,190,86
NBA,2019 - 2020,Kyle Lowry,TOR,58,2098.3,164,466,185,196,89
NBA,2019 - 2020,Tim Hardaway Jr.,DAL,71,2091.2,204,513,198,205,93
NBA,2019 - 2020,Jamal Murray,DEN,59,1903.6,112,324,193,207,94
NBA,2019 - 2020,Jordan Clarkson,UTA,71,1704.7,152,413,196,194,88
NBA,2019 - 2020,De'Aaron Fox,SAC,51,1634.3,54,185,191,185,84
NBA,2019 - 2020,Harrison Barnes,SAC,72,2481.6,102,268,203,225,102
NBA,2019 - 2020,"Kelly Oubre, Jr.",PHX,56,1933.3,108,307,201,205,93
NBA,2019 - 2020,Jonas Valanciunas,MEM,70,1845.2,32,91,213,265,120
NBA,2019 - 2020,Hassan Whiteside,POR,67,2008.3,4,7,216,265,120
NBA,2019 - 2020,Marcus Morris,LAC,62,1936.3,142,348,206,235,107
NBA,2019 - 2020,Rudy Gobert,UTA,68,2332.8,0,0,216,245,111
NBA,2019 - 2020,Kendrick Nunn,MIA,67,1962.5,137,391,191,195,88
NBA,2019 - 2020,Terrence Ross,ORL,69,1889.1,177,504,201,206,93
NBA,2019 - 2020,Andre Drummond,CLE,57,1878.4,5,35,211,279,127
NBA,2019 - 2020,LaMarcus Aldridge,SAS,53,1754.1,61,157,211,265,120
NBA,2019 - 2020,Joe Harris,BRK,69,2122.8,172,406,198,218,99
NBA,2019 - 2020,Alec Burks,PHI,66,1754.2,116,301,198,214,97
NBA,2019 - 2020,"Jaren Jackson, Jr.",MEM,57,1622.1,145,368,211,242,110
NBA,2019 - 2020,Kevin Love,CLE,56,1780,146,390,208,251,114
NBA,2019 - 2020,Duncan Robinson,MIA,73,2165.6,270,606,203,210,95
NBA,2019 - 2020,Goran Dragic,MIA,59,1662.9,124,338,191,190,86
NBA,2019 - 2020,Fred VanVleet,TOR,54,1928.2,146,374,183,195,88
NBA,2019 - 2020,Ben Simmons,PHI,57,2016.9,2,7,208,230,104
NBA,2019 - 2020,Karl-Anthony Towns,MIN,35,1187,114,277,213,248,112
NBA,2019 - 2020,Bogdan Bogdanovic,SAC,61,1765.9,164,441,198,220,100
NBA,2019 - 2020,J.J. Redick,NOP,60,1581,180,397,193,200,91
NBA,2019 - 2020,Eric Bledsoe,MIL,61,1646.3,74,215,185,205,93
NBA,2019 - 2020,Gordon Hayward,BOS,52,1740,85,222,203,225,102
NBA,2019 - 2020,Derrick Rose,DET,50,1297.6,45,147,191,200,91
NBA,2019 - 2020,Carmelo Anthony,POR,58,1902,87,226,203,240,109
NBA,2019 - 2020,Aaron Gordon,ORL,62,2017.2,73,237,206,220,100
NBA,2019 - 2020,Malcolm Brogdon,IND,54,1666.3,75,230,196,229,104
NBA,2019 - 2020,Will Barton,DEN,58,1915.9,108,288,198,190,86
NBA,2019 - 2020,Robert Covington,HOU,70,2136.8,161,480,206,225,102
NBA,2019 - 2020,Markelle Fultz,ORL,72,1996,36,135,193,200,91
NBA,2019 - 2020,Coby White,CHI,65,1674,133,376,196,185,84
NBA,2019 - 2020,Jerami Grant,DEN,71,1891.8,98,252,206,220,100
NBA,2019 - 2020,Ricky Rubio,PHX,65,2016.4,78,216,193,190,86
NBA,2019 - 2020,Serge Ibaka,TOR,55,1484.7,70,182,208,235,107
NBA,2019 - 2020,Miles Bridges,CHA,65,1995.5,99,300,201,225,102
NBA,2019 - 2020,Eric Paschall,GSW,60,1653.8,37,129,206,255,116
NBA,2019 - 2020,Davis Bertans,WAS,54,1583,200,472,208,225,102
NBA,2019 - 2020,Nemanja Bjelica,SAC,72,2011.1,134,320,208,235,107
NBA,2019 - 2020,Norman Powell,TOR,52,1478.8,109,273,193,215,98
NBA,2019 - 2020,Brook Lopez,MIL,68,1817,102,325,213,270,122
NBA,2019 - 2020,Christian Wood,DET,62,1324.6,54,140,208,214,97
NBA,2019 - 2020,R.J. Barrett,NYK,56,1704.5,63,197,201,202,92
NBA,2019 - 2020,Al Horford,PHI,67,2025.5,99,283,208,245,111
NBA,2019 - 2020,Seth Curry,DAL,64,1575.6,145,321,188,185,84
NBA,2019 - 2020,Kyle Kuzma,LAL,61,1526.2,86,272,206,220,100
NBA,2019 - 2020,De'Andre Hunter,ATL,63,2017.9,108,304,201,225,102
NBA,2019 - 2020,Marcus Smart,BOS,60,1919.3,137,395,193,220,100
NBA,2019 - 2020,Jarrett Allen,BRK,70,1852,0,6,211,237,108
NBA,2019 - 2020,Taurean Prince,BRK,64,1857.4,146,431,203,220,100
NBA,2019 - 2020,Patty Mills,SAS,66,1484.7,154,403,183,180,82
NBA,2019 - 2020,Derrick White,SAS,68,1676.7,79,216,193,195,88
NBA,2019 - 2020,Josh Richardson,PHI,55,1693.2,85,249,198,200,91
NBA,2019 - 2020,Myles Turner,IND,62,1825.9,86,250,211,250,113
NBA,2019 - 2020,Lonzo Ball,NOP,63,2025.2,148,395,198,190,86
NBA,2019 - 2020,Tyler Herro,MIA,55,1508.1,116,298,198,195,88
NBA,2019 - 2020,Ish Smith,WAS,68,1787,62,169,183,175,79
NBA,2019 - 2020,Lauri Markkanen,CHI,50,1491.5,109,317,213,227,103
NBA,2019 - 2020,Ogugua Anunoby,TOR,69,2065.7,89,228,203,232,105
NBA,2019 - 2020,Darius Garland,CLE,59,1824,105,296,188,175,79
NBA,2019 - 2020,Glenn Robinson,PHI,62,1786.4,77,197,198,222,101
NBA,2019 - 2020,Rudy Gay,SAS,67,1460.6,74,220,203,240,109
NBA,2019 - 2020,Dejounte Murray,SAS,66,1686.8,41,111,196,175,79
NBA,2019 - 2020,Cedi Osman,CLE,65,1910.3,123,321,203,215,98
NBA,2019 - 2020,"Troy Brown, Jr.",WAS,69,1781.9,61,179,201,215,98
NBA,2019 - 2020,Ben McLemore,HOU,71,1619.5,181,452,196,195,88
NBA,2019 - 2020,P.J. Washington,CHA,58,1759,86,230,201,236,107
NBA,2019 - 2020,Doug McDermott,IND,69,1372.3,128,294,203,225,102
NBA,2019 - 2020,Joe Ingles,UTA,72,2136.6,141,353,203,226,103
NBA,2019 - 2020,Bryn Forbes,SAS,63,1579.3,148,381,191,195,88
NBA,2019 - 2020,Dario Saric,PHX,66,1631.8,84,235,208,250,113
NBA,2019 - 2020,Furkan Korkmaz,PHI,72,1558.9,143,356,201,190,86
NBA,2019 - 2020,Brandon Clarke,MEM,58,1300,23,64,203,210,95
NBA,2019 - 2020,Steven Adams,OKC,63,1680.5,1,3,213,265,120
NBA,2019 - 2020,Tristan Thompson,CLE,57,1721.5,9,23,208,238,108
NBA,2019 - 2020,Jae Crowder,MIA,65,1874.8,135,394,198,235,107
NBA,2019 - 2020,Kevin Huerter,ATL,56,1760.3,127,334,201,190,86
NBA,2019 - 2020,Dorian Finney-Smith,DAL,71,2119.8,114,303,203,220,100
NBA,2019 - 2020,Langston Galloway,DET,66,1702.2,132,331,188,200,91
NBA,2019 - 2020,Maxi Kleber,DAL,74,1889.7,119,319,211,240,109
NBA,2019 - 2020,Bobby Portis,NYK,66,1393.4,67,187,211,250,113
NBA,2019 - 2020,Mikal Bridges,PHX,73,2042.1,70,194,201,210,95
NBA,2019 - 2020,Danuel House,HOU,63,1912.7,129,355,201,215,98
NBA,2019 - 2020,Monte Morris,DEN,73,1636.5,65,172,191,175,79
NBA,2019 - 2020,Thaddeus Young,CHI,64,1590.7,79,222,203,221,100
NBA,2019 - 2020,Josh Hart,NOP,65,1755.2,121,354,196,215,98
NBA,2019 - 2020,Kentavious Caldwell-Pope,LAL,69,1761.8,92,239,196,205,93
NBA,2019 - 2020,Tomas Satoransky,CHI,65,1877.9,64,199,201,210,95
NBA,2019 - 2020,Cody Zeller,CHA,58,1340.7,18,75,213,240,109
NBA,2019 - 2020,Jeff Teague,ATL,59,1464.3,43,117,188,195,88
NBA,2019 - 2020,Garrett Temple,BRK,62,1729.7,127,386,198,195,88
NBA,2019 - 2020,Aaron Holiday,IND,66,1617.3,87,221,185,185,84
NBA,2019 - 2020,Damion Lee,GSW,49,1422.5,85,239,198,210,95
NBA,2019 - 2020,Malik Beasley,MIN,55,1208.6,107,276,196,195,88
NBA,2019 - 2020,Donte DiVincenzo,MIL,66,1520.4,83,247,193,203,92
NBA,2019 - 2020,Cam Reddish,ATL,58,1550.7,83,250,203,218,99
NBA,2019 - 2020,Justin Holiday,IND,73,1825.6,134,331,198,181,82
NBA,2019 - 2020,Daniel Theis,BOS,65,1566,32,96,203,243,110
NBA,2019 - 2020,D.J. Augustin,ORL,57,1420.4,70,201,183,183,83
NBA,2019 - 2020,Kent Bazemore,SAC,68,1687.6,84,244,196,200,91
NBA,2019 - 2020,Ivica Zubac,LAC,72,1326.1,0,2,216,240,109
NBA,2019 - 2020,Austin Rivers,HOU,68,1593.9,96,270,193,200,91
NBA,2019 - 2020,Paul Millsap,DEN,51,1240,54,124,203,246,112
NBA,2019 - 2020,Mitchell Robinson,NYK,61,1412.5,0,0,216,240,109
NBA,2019 - 2020,Gary Harris,DEN,56,1780.2,70,210,193,210,95
NBA,2019 - 2020,Jarrett Culver,MIN,63,1505.5,66,221,198,195,88
NBA,2019 - 2020,Anfernee Simons,POR,70,1448.7,75,226,193,185,84
NBA,2019 - 2020,Shabazz Napier,WAS,56,1344.5,76,240,185,180,82
NBA,2019 - 2020,Jeremy Lamb,IND,46,1291.2,53,158,196,185,84
NBA,2019 - 2020,"Larry Nance, Jr.",CLE,56,1472.1,56,159,206,230,104
NBA,2019 - 2020,Malik Monk,CHA,55,1169.1,58,204,191,200,91
NBA,2019 - 2020,Markieff Morris,LAL,58,1187.5,88,228,208,245,111
NBA,2019 - 2020,George Hill,MIL,59,1271.3,81,176,191,188,85
NBA,2019 - 2020,Kelly Olynyk,MIA,67,1300.4,95,234,213,240,109
NBA,2019 - 2020,Marquese Chriss,GSW,59,1196.2,8,39,208,230,104
NBA,2019 - 2020,Danny Green,LAL,68,1686.7,120,327,198,215,98
NBA,2019 - 2020,Clint Capela,HOU,39,1279.3,0,0,208,240,109
NBA,2019 - 2020,Terence Davis,TOR,72,1209.2,94,242,193,205,93
NBA,2019 - 2020,"Gary Trent, Jr.",POR,61,1331.9,112,268,198,205,93
NBA,2019 - 2020,Josh Okogie,MIN,62,1547.3,41,154,196,212,96
NBA,2019 - 2020,Dwight Howard,LAL,69,1305.7,3,5,211,265,120
NBA,2019 - 2020,"Bruce Brown, Jr.",DET,58,1634,33,96,196,202,92
NBA,2019 - 2020,"Michael Porter, Jr.",DEN,55,903.2,62,147,208,210,95
NBA,2019 - 2020,Delon Wright,DAL,73,1569.8,47,127,196,183,83
NBA,2019 - 2020,Cameron Johnson,PHX,57,1255.3,106,272,206,210,95
NBA,2019 - 2020,Svi Mykhailiuk,DET,56,1265,115,285,203,205,93
NBA,2019 - 2020,Jordan Poole,GSW,57,1273.9,74,265,196,195,88
NBA,2019 - 2020,P.J. Tucker,HOU,72,2467.2,107,299,198,245,111
NBA,2019 - 2020,Derrick Jones,MIA,59,1375,37,132,201,200,91
NBA,2019 - 2020,"Kevin Porter, Jr.",CLE,50,1161.8,53,158,198,218,99
NBA,2019 - 2020,Wesley Matthews,MIL,67,1634.8,108,297,196,220,100
NBA,2019 - 2020,Landry Shamet,LAC,53,1452,111,296,196,190,86
NBA,2019 - 2020,Isaiah Thomas,WAS,40,924.8,78,189,175,185,84
NBA,2019 - 2020,Brad Wanamaker,BOS,71,1369.1,37,102,193,210,95
NBA,2019 - 2020,Tyus Jones,MEM,65,1232,47,124,188,196,89
NBA,2019 - 2020,Tony Snell,DET,59,1641.1,102,254,201,213,97
NBA,2019 - 2020,Jaxson Hayes,NOP,64,1079.7,1,4,211,220,100
NBA,2019 - 2020,Enes Kanter,BOS,58,983.5,1,7,211,250,113
NBA,2019 - 2020,Jalen Brunson,DAL,57,1022,43,120,191,190,86
NBA,2019 - 2020,E'Twaun Moore,NOP,56,1019.9,63,167,193,191,87
NBA,2019 - 2020,DeAndre Jordan,BRK,56,1234.2,0,0,211,265,120
NBA,2019 - 2020,T.J. McConnell,IND,71,1326,5,17,188,190,86
NBA,2019 - 2020,Gorgui Dieng,MEM,63,1096.5,54,152,211,252,114
NBA,2019 - 2020,Derrick Favors,NOP,51,1242.5,1,7,208,265,120
NBA,2019 - 2020,Cory Joseph,SAC,72,1759.5,56,159,191,200,91
NBA,2019 - 2020,De'Anthony Melton,MEM,60,1167.3,40,140,193,200,91
NBA,2019 - 2020,James Ennis,ORL,69,1265.8,55,169,201,210,95
NBA,2019 - 2020,Royce O'Neale,UTA,71,2049.5,92,244,198,226,103
NBA,2019 - 2020,Nerlens Noel,OKC,61,1127,1,3,211,220,100
NBA,2019 - 2020,JaVale McGee,LAL,68,1130.1,3,6,213,270,122
NBA,2019 - 2020,Luke Kennard,DET,28,921.9,73,183,196,206,93
NBA,2019 - 2020,Alex Len,SAC,55,970.6,16,59,216,250,113
NBA,2019 - 2020,Mason Plumlee,DEN,61,1057.2,0,5,211,235,107
NBA,2019 - 2020,JaMychal Green,LAC,63,1307,92,238,206,227,103
NBA,2019 - 2020,Trevor Ariza,POR,53,1492.3,77,207,203,215,98
NBA,2019 - 2020,Avery Bradley,LAL,49,1186.5,63,173,188,180,82
NBA,2019 - 2020,Kevin Knox,NYK,65,1166.1,65,199,206,215,98
NBA,2019 - 2020,Rondae Hollis-Jefferson,TOR,60,1121.9,3,23,201,217,98
NBA,2019 - 2020,Ersan Ilyasova,MIL,63,986.4,50,137,208,235,107
NBA,2019 - 2020,Chris Boucher,TOR,62,818.6,38,118,208,200,91
NBA,2019 - 2020,Mike Scott,PHI,68,1207,80,217,203,237,108
NBA,2019 - 2020,Patrick Beverley,LAC,51,1341.8,80,206,185,185,84
NBA,2019 - 2020,Trey Lyles,SAS,63,1270.8,65,168,208,235,107
NBA,2019 - 2020,Nicolo Melli,NOP,60,1042.1,69,206,206,235,107
NBA,2019 - 2020,Emmanuel Mudiay,UTA,54,849.6,30,87,196,200,91
NBA,2019 - 2020,Bismack Biyombo,CHA,53,1029.1,0,0,206,255,116
NBA,2019 - 2020,Georges Niang,UTA,66,923.2,90,225,203,230,104
NBA,2019 - 2020,Willie Cauley-Stein,DAL,54,1097.5,0,1,213,240,109
NBA,2019 - 2020,Kyle Anderson,MEM,67,1329.9,24,85,206,230,104
NBA,2019 - 2020,Lonnie Walker,SAS,61,988.2,41,101,196,205,93
NBA,2019 - 2020,Kyle Korver,MIL,58,959.8,99,237,201,212,96
NBA,2019 - 2020,Taj Gibson,NYK,62,1025.1,4,14,206,232,105
NBA,2019 - 2020,Dwight Powell,DAL,40,1060.6,10,39,211,240,109
NBA,2019 - 2020,Kris Dunn,CHI,51,1268.6,29,112,193,208,94
NBA,2019 - 2020,Jakob Poeltl,SAS,66,1171,0,0,213,240,109
NBA,2019 - 2020,Frank Jackson,NOP,59,797.1,47,144,191,205,93
NBA,2019 - 2020,Omari Spellman,GSW,49,886,43,110,206,245,111
NBA,2019 - 2020,Marco Belinelli,SAS,57,883.4,67,178,196,225,102
NBA,2019 - 2020,Pat Connaughton,MIL,67,1243,55,166,193,209,95
NBA,2019 - 2020,Justin Jackson,DAL,65,1044.6,48,163,203,210,95
NBA,2019 - 2020,Maurice Harkless,NYK,62,1426.8,34,98,206,220,100
NBA,2019 - 2020,Frank Ntilikina,NYK,57,1186.6,44,137,198,200,91
NBA,2019 - 2020,Robin Lopez,MIL,66,958.2,35,105,213,275,125
NBA,2019 - 2020,Alex Caruso,LAL,64,1175.2,40,120,196,186,84
NBA,2019 - 2020,Draymond Green,GSW,43,1221.6,36,129,201,230,104
NBA,2019 - 2020,Abdel Nader,OKC,55,867,48,128,198,225,102
NBA,2019 - 2020,Marvin Williams,MIL,58,1128.9,56,156,206,237,108
NBA,2019 - 2020,Rajon Rondo,LAL,48,984.2,41,125,185,186,84
NBA,2019 - 2020,Darius Bazley,OKC,61,1129.6,49,141,203,208,94
NBA,2019 - 2020,Mohamed Bamba,ORL,62,878.4,37,107,213,225,102
NBA,2019 - 2020,Isaac Bonga,WAS,66,1249.6,25,71,203,180,82
NBA,2019 - 2020,Solomon Hill,MIA,59,1088.1,63,171,201,225,102
NBA,2019 - 2020,Damyean Dotson,NYK,48,836,59,163,198,210,95
NBA,2019 - 2020,Jerome Robinson,WAS,63,979.2,49,153,196,190,86
NBA,2019 - 2020,Torrey Craig,DEN,58,1071.9,45,138,201,215,98
NBA,2019 - 2020,Damian Jones,ATL,55,887,2,9,213,245,111
NBA,2019 - 2020,Matisse Thybulle,PHI,65,1287.3,56,157,196,200,91
NBA,2019 - 2020,Wesley Iwundu,ORL,52,953.2,28,82,201,195,88
NBA,2019 - 2020,Vince Carter,ATL,60,875.5,61,202,198,220,100
NBA,2019 - 2020,Patrick Patterson,LAC,59,776.1,67,172,206,230,104
NBA,2019 - 2020,Juancho Hernangomez,MIN,48,833.5,44,129,206,230,104
NBA,2019 - 2020,Jevon Carter,PHX,58,945,62,146,188,200,91
NBA,2019 - 2020,Tony Bradley,UTA,58,663.2,3,3,211,248,112
NBA,2019 - 2020,Thon Maker,DET,60,776,22,64,216,221,100
NBA,2019 - 2020,Raulzinho Neto,PHI,54,667.5,34,88,185,179,81
NBA,2019 - 2020,Sterling Brown,MIL,52,766.6,44,136,198,232,105
NBA,2019 - 2020,Ryan Arcidiacono,CHI,58,929.9,54,138,191,208,94
NBA,2019 - 2020,Mario Hezonja,POR,53,871.4,24,78,203,220,100
NBA,2019 - 2020,DeAndre' Bembry,ATL,43,915.3,15,65,198,210,95
NBA,2019 - 2020,Treveon Graham,ATL,55,929.5,33,120,196,225,102
NBA,2019 - 2020,Bruno Fernando,ATL,56,712.6,5,37,208,240,109
NBA,2019 - 2020,Cody Martin,CHA,48,902.7,18,77,201,205,93
NBA,2019 - 2020,Grant Williams,BOS,69,1043.2,24,96,201,236,107
NBA,2019 - 2020,Semi Ojeleye,BOS,69,1010.5,48,127,201,241,109
NBA,2019 - 2020,Rodney Hood,POR,21,618.7,35,71,203,205,93
NBA,2019 - 2020,Dwayne Bacon,CHA,39,687.3,19,67,201,221,100
NBA,2019 - 2020,Terrance Ferguson,OKC,56,1257.5,49,168,201,190,86
NBA,2019 - 2020,Elie Okobo,PHX,55,718.7,25,71,191,190,86
NBA,2019 - 2020,Anthony Tolliver,MEM,55,871.9,49,145,203,245,111
NBA,2019 - 2020,Skal Labissiere,POR,33,566.9,3,13,211,235,107
NBA,2019 - 2020,Rodney McGruder,LAC,56,870.9,24,89,193,200,91
NBA,2019 - 2020,Matt Dellavedova,CLE,57,820.7,21,91,193,200,91
NBA,2019 - 2020,Goga Bitadze,IND,54,471.3,8,42,211,245,111
NBA,2019 - 2020,Nassir Little,POR,48,572.5,14,59,198,220,100
NBA,2019 - 2020,David Nwaba,BRK,20,268.5,12,28,193,219,99
NBA,2019 - 2020,Al-Farouq Aminu,ORL,18,380.1,9,36,206,220,100
NBA,2018 - 2019,James Harden,HOU,78,2866.7,378,1028,196,220,100
NBA,2018 - 2019,Paul George,OKC,77,2841.4,292,757,206,220,100
NBA,2018 - 2019,Kemba Walker,CHA,82,2862.6,260,731,185,184,83
NBA,2018 - 2019,Bradley Beal,WAS,82,3027.8,209,596,191,207,94
NBA,2018 - 2019,Damian Lillard,POR,80,2837.9,237,643,191,195,88
NBA,2018 - 2019,Kevin Durant,GSW,78,2701.6,137,388,206,240,109
NBA,2018 - 2019,Giannis Antetokounmpo,MIL,72,2358.4,52,203,211,242,110
NBA,2018 - 2019,Stephen Curry,GSW,69,2331.3,354,810,191,190,86
NBA,2018 - 2019,Karl-Anthony Towns,MIN,77,2544.7,142,355,213,248,112
NBA,2018 - 2019,Blake Griffin,DET,75,2622.4,189,522,208,250,113
NBA,2018 - 2019,Donovan Mitchell,UTA,77,2598.3,188,519,191,215,98
NBA,2018 - 2019,Joel Embiid,PHI,64,2154.3,79,263,213,250,113
NBA,2018 - 2019,LaMarcus Aldridge,SAS,81,2686.8,10,42,211,265,120
NBA,2018 - 2019,D'Angelo Russell,BRK,81,2448.1,234,635,196,198,90
NBA,2018 - 2019,Devin Booker,PHX,64,2242.1,135,414,198,206,93
NBA,2018 - 2019,Buddy Hield,SAC,82,2614.8,278,651,193,220,100
NBA,2018 - 2019,Klay Thompson,GSW,78,2652.3,241,599,201,215,98
NBA,2018 - 2019,Russell Westbrook,OKC,73,2629.6,119,411,191,200,91
NBA,2018 - 2019,Nikola Vucevic,ORL,80,2510.3,84,231,213,260,118
NBA,2018 - 2019,Tobias Harris,PHI,82,2847.9,156,393,206,235,107
NBA,2018 - 2019,DeMar DeRozan,SAS,77,2688.2,7,45,201,220,100
NBA,2018 - 2019,Nikola Jokic,DEN,80,2503.9,83,270,213,250,113
NBA,2018 - 2019,Kyrie Irving,BOS,67,2214,174,434,191,193,88
NBA,2018 - 2019,Kawhi Leonard,TOR,60,2040.2,112,302,201,230,104
NBA,2018 - 2019,Julius Randle,NOP,73,2231.7,67,195,206,250,113
NBA,2018 - 2019,Trae Young,ATL,81,2503.3,156,482,188,180,82
NBA,2018 - 2019,Luka Doncic,DAL,72,2317.9,168,514,201,218,99
NBA,2018 - 2019,LeBron James,LAL,55,1937.4,111,327,203,250,113
NBA,2018 - 2019,Lou Williams,LAC,75,1992.8,105,291,185,175,79
NBA,2018 - 2019,Zach LaVine,CHI,63,2170.9,120,321,196,208,94
NBA,2018 - 2019,Mike Conley,MEM,70,2341.6,155,426,185,175,79
NBA,2018 - 2019,C.J. McCollum,POR,70,2375.2,167,445,191,190,86
NBA,2018 - 2019,Bojan Bogdanovic,IND,81,2573,164,386,203,216,98
NBA,2018 - 2019,Anthony Davis,NOP,56,1850,48,145,208,253,115
NBA,2018 - 2019,Jrue Holiday,NOP,67,2402,118,363,193,205,93
NBA,2018 - 2019,Khris Middleton,MIL,77,2393.5,179,474,203,222,101
NBA,2018 - 2019,De'Aaron Fox,SAC,81,2545.9,86,232,191,185,84
NBA,2018 - 2019,J.J. Redick,PHI,76,2379.3,240,605,193,200,91
NBA,2018 - 2019,Collin Sexton,CLE,82,2605.1,119,296,188,190,86
NBA,2018 - 2019,Andre Drummond,DET,79,2647.1,5,38,211,279,127
NBA,2018 - 2019,Jamal Murray,DEN,75,2447.4,152,414,193,207,94
NBA,2018 - 2019,Jordan Clarkson,CLE,81,2214.4,144,445,196,194,88
NBA,2018 - 2019,Montrezl Harrell,LAC,82,2158.2,3,17,203,240,109
NBA,2018 - 2019,Pascal Siakam,TOR,80,2547.7,79,214,206,230,104
NBA,2018 - 2019,Danilo Gallinari,LAC,68,2059.3,161,372,208,233,106
NBA,2018 - 2019,Ben Simmons,PHI,79,2700.3,0,6,208,230,104
NBA,2018 - 2019,Andrew Wiggins,MIN,73,2542.8,118,348,203,194,88
NBA,2018 - 2019,Kyle Kuzma,LAL,70,2313.6,128,422,206,220,100
NBA,2018 - 2019,Rudy Gobert,UTA,81,2576.7,0,0,216,245,111
NBA,2018 - 2019,Harrison Barnes,SAC,77,2532.7,174,441,203,225,102
NBA,2018 - 2019,Reggie Jackson,DET,82,2288.9,174,471,191,208,94
NBA,2018 - 2019,Aaron Gordon,ORL,78,2632.6,121,347,206,220,100
NBA,2018 - 2019,Jayson Tatum,BOS,79,2454.6,116,311,203,208,94
NBA,2018 - 2019,Eric Bledsoe,MIL,78,2271.8,124,377,185,205,93
NBA,2018 - 2019,Evan Fournier,ORL,81,2553.3,153,450,201,205,93
NBA,2018 - 2019,Dennis Schroder,OKC,79,2313.8,124,364,185,172,78
NBA,2018 - 2019,Terrence Ross,ORL,81,2150.1,217,566,201,206,93
NBA,2018 - 2019,Jimmy Butler,PHI,65,2185,67,193,203,232,105
NBA,2018 - 2019,Josh Richardson,MIA,73,2539.4,164,460,198,200,91
